Date.1,S&P 500 ATM Implied Volatility,,Date.2,ATM Implied Volatility for Options on TY Notes,,Date.3,ATM Implied Volatility for Options on Crude Oil Futures,,Date.4,ATM Implied Volatility for Options on Gold Futures,,Date.5,ATM Implied Volatility for Options on Euro Currency Futures,,Date.6,ATM Implied Volatility for Options on Corn Currency Futures
19940520,10.575,,19940519,7.099,,19930528,13.43809,,19960503,7.5917,,20020510,9.211,,19940520,27.095
19940523,10.629,,19940520,7.472,,19930531,13.4381,,19960506,7.9871,,20020513,9.321,,19940523,34.252
19940524,10.278,,19940523,8.152,,19930601,18.18269,,19960507,8.2031,,20020514,8.358,,19940524,29.895
19940525,10.227,,19940524,8.296,,19930602,19.52989,,19960508,7.77839,,20020515,8.182,,19940525,28.293
19940526,10.348,,19940525,8.388,,19930603,22.12179,,19960509,7.92479,,20020516,8.417,,19940526,27.729
19940527,10.254,,19940526,8.518,,19930604,18.07279,,19960510,8.41539,,20020517,8.581,,19940527,27.645
19940530,10.254,,19940527,8.136,,19930607,18.94409,,19960513,7.9505,,20020520,8.816,,19940530,27.645
19940531,11.046,,19940530,8.136,,19930608,19.57379,,19960514,7.84429,,20020521,8.58,,19940531,32.833
19940601,9.765,,19940531,8.373,,19930609,19.05389,,19960515,7.1634,,20020522,9.195,,19940601,34.389
19940602,9.779,,19940601,8.724,,19930610,18.2266,,19960516,6.7094,,20020523,8.598,,19940602,29.537
19940603,9.402,,19940602,8.312,,19930611,18.3803,,19960517,6.7167,,20020524,8.351,,19940603,30.368
19940606,10.581,,19940603,7.572,,19930614,16.65239,,19960520,6.4166,,20020527,8.351,,19940606,29.987
19940607,10.387,,19940606,6.946,,19930615,17.9703,,19960521,6.6289,,20020528,8.876,,19940607,26.805
19940608,10.433,,19940607,6.603,,19930616,17.74329,,19960522,7.49289,,20020529,8.995,,19940608,25.203
19940609,10.408,,19940608,6.366,,19930617,17.2308,,19960523,7.1817,,20020530,9.321,,19940609,22.815
19940610,10.144,,19940609,6.969,,19930618,17.90439,,19960524,6.99499,,20020531,9.398,,19940610,27.523
19940613,10.245,,19940610,6.221,,19930621,17.46509,,19960527,6.995,,20020603,9.376,,19940613,25.936
19940614,9.311,,19940613,6.389,,19930622,17.27479,,19960528,7.6613,,20020604,9.956,,19940614,24.967
19940615,10.031,,19940614,5.565,,19930623,16.71829,,19960529,6.9071,,20020605,9.456,,19940615,37.677
19940616,9.063,,19940615,7.831,,19930624,17.0697,,19960530,6.3287,,20020606,9.731,,19940616,37.418
19940617,10.065,,19940616,7.846,,19930625,16.3595,,19960531,6.9291,,20020607,9.784,,19940617,42.293
19940620,11.446,,19940617,8.136,,19930628,16.4986,,19960603,6.43849,,20020610,9.742,,19940620,32.787
19940621,11.786,,19940620,8.556,,19930629,15.54679,,19960604,6.88509,,20020611,9.976,,19940621,34.236
19940622,11.104,,19940621,8.876,,19930630,15.64929,,19960605,6.74599,,20020612,9.934,,19940622,32.115
19940623,12.089,,19940622,8.266,,19930701,22.3854,,19960606,6.6655,,20020613,9.268,,19940623,30.406
19940624,15.314,,19940623,7.518,,19930702,22.29019,,19960607,7.03159,,20020614,9.537,,19940624,28.469
19940627,11.733,,19940624,8.571,,19930705,22.2902,,19960610,6.973,,20020617,9.491,,19940627,25.585
19940628,12.675,,19940627,8.876,,19930706,23.13949,,19960611,7.14139,,20020618,9.594,,19940628,34.557
19940629,11.401,,19940628,9.029,,19930707,24.45009,,19960612,7.09749,,20020619,10.17,,19940629,32.573
19940630,12.871,,19940629,8.693,,19930708,27.9645,,19960613,7.47459,,20020620,10.503,,19940630,31.78
19940701,12.103,,19940630,9.609,,19930709,25.7534,,19960614,7.33179,,20020621,10.646,,19940701,28.942
19940704,12.103,,19940701,9.38,,19930712,23.5275,,19960617,7.5661,,20020624,12.054,,19940704,28.942
19940705,12.769,,19940704,9.38,,19930713,23.27129,,19960618,7.3245,,20020625,11.448,,19940705,22.838
19940706,12.726,,19940705,9.96,,19930714,29.4216,,19960619,7.5295,,20020626,12.698,,19940706,23.059
19940707,11.658,,19940706,9.899,,19930715,25.7607,,19960620,7.58799,,20020627,12.427,,19940707,20.328
19940708,11.631,,19940707,9.738,,19930716,28.26469,,19960621,7.28779,,20020628,12.752,,19940708,20.847
19940711,12.694,,19940708,8.586,,19930719,28.50639,,19960624,7.3171,,20020701,12.687,,19940711,20.42
19940712,11.464,,19940711,9.563,,19930720,30.4078,,19960625,7.5295,,20020702,12.385,,19940712,17.887
19940713,10.847,,19940712,9.113,,19930721,29.19459,,19960626,7.7564,,20020703,12.266,,19940713,16.666
19940714,9.752,,19940713,7.854,,19930722,29.85359,,19960627,8.12989,,20020704,12.266,,19940714,15.842
19940715,9.555,,19940714,7.389,,19930723,25.3873,,19960628,6.0285,,20020705,10.99,,19940715,14.377
19940718,9.418,,19940715,7.358,,19930726,23.43969,,19960701,6.0871,,20020708,12.181,,19940718,16.506
19940719,9.626,,19940718,7.427,,19930727,20.05699,,19960702,6.0212,,20020709,12.251,,19940719,16.597
19940720,10.407,,19940719,7.213,,19930728,21.33099,,19960703,6.9327,,20020710,12.306,,19940720,16.475
19940721,9.131,,19940720,7.48,,19930729,21.00889,,19960704,6.9327,,20020711,11.865,,19940721,18.817
19940722,9.11,,19940721,7.373,,19930730,21.1553,,19960705,6.9327,,20020712,11.426,,19940722,18.718
19940725,9.274,,19940722,7.32,,19930802,19.66169,,19960708,7.0096,,20020715,12.629,,19940725,19.847
19940726,9.172,,19940725,7.022,,19930803,20.9503,,19960709,7.2293,,20020716,13.048,,19940726,17.612
19940727,9.166,,19940726,6.893,,19930804,17.2894,,19960710,6.91809,,20020717,12.502,,19940727,18.001
19940728,9.783,,19940727,6.923,,19930805,21.56529,,19960711,6.53369,,20020718,12.058,,19940728,19.344
19940729,8.831,,19940728,7.106,,19930806,23.1175,,19960712,6.4056,,20020719,12.001,,19940729,17.971
19940801,8.653,,19940729,6.618,,19930809,23.1175,,19960715,6.36899,,20020722,12.028,,19940801,19.886
19940802,8.858,,19940801,6.58,,19930810,23.93759,,19960716,7.56239,,20020723,12.03,,19940802,20.298
19940803,9.186,,19940802,6.694,,19930811,22.1364,,19960717,7.15609,,20020724,12.092,,19940803,18.039
19940804,9.748,,19940803,6.763,,19930812,21.41889,,19960718,7.2146,,20020725,12.683,,19940804,17.528
19940805,10.481,,19940804,7.312,,19930813,22.29019,,19960719,6.3726,,20020726,12.352,,19940805,15.895
19940808,9.818,,19940805,7.083,,19930816,22.03389,,19960722,6.65089,,20020729,11.99,,19940808,15.415
19940809,9.709,,19940808,7.137,,19930817,21.82889,,19960723,6.2115,,20020730,11.078,,19940809,16.162
19940810,9.844,,19940809,7.03,,19930818,23.9302,,19960724,6.2115,,20020731,10.88,,19940810,15.605
19940811,9.791,,19940810,6.847,,19930819,22.10709,,19960725,5.9772,,20020801,10.787,,19940811,11.051
19940812,8.73,,19940811,6.29,,19930820,19.6177,,19960726,6.5264,,20020802,11.113,,19940812,10.059
19940815,10.076,,19940812,5.573,,19930823,20.43779,,19960729,6.2262,,20020805,11.159,,19940815,8.228
19940816,9.227,,19940815,5.649,,19930824,20.8038,,19960730,6.5264,,20020806,10.968,,19940816,9.975
19940817,9.291,,19940816,5.199,,19930825,23.6301,,19960731,6.2298,,20020807,10.976,,19940817,12.416
19940818,9.894,,19940817,7.244,,19930826,21.1553,,19960801,6.20419,,20020808,10.379,,19940818,12.92
19940819,9.469,,19940818,7.724,,19930827,23.08819,,19960802,5.31829,,20020809,10.273,,19940819,13.675
19940822,9.447,,19940819,7.572,,19930830,24.2012,,19960805,6.16029,,20020812,10.727,,19940822,14.453
19940823,9.376,,19940822,7.602,,19930831,22.4293,,19960806,6.15659,,20020813,10.833,,19940823,14.812
19940824,8.785,,19940823,7.404,,19930901,22.6196,,19960807,5.9772,,20020814,11.161,,19940824,14.888
19940825,9.271,,19940824,6.832,,19930902,23.059,,19960808,5.90399,,20020815,10.694,,19940825,13.813
19940826,9.696,,19940825,7.366,,19930903,23.21269,,19960809,5.721,,20020816,10.205,,19940826,14.385
19940829,9.286,,19940826,7.198,,19930906,23.2127,,19960812,5.6441,,20020819,10.073,,19940829,14.27
19940830,9.417,,19940829,7.427,,19930907,25.37999,,19960813,5.52699,,20020820,10.037,,19940830,13.98
19940831,10.066,,19940830,7.549,,19930908,26.1854,,19960814,5.8894,,20020821,10.189,,19940831,14.194
19940901,9.312,,19940831,7.511,,19930909,25.5923,,19960815,5.85279,,20020822,9.883,,19940901,14.476
19940902,8.898,,19940901,7.686,,19930910,28.00119,,19960816,5.53789,,20020823,9.682,,19940902,14.743
19940905,8.898,,19940902,7.083,,19930913,27.0347,,19960819,5.7722,,20020826,9.487,,19940905,14.743
19940906,9.838,,19940905,7.083,,19930914,26.4636,,19960820,5.2817,,20020827,10.518,,19940906,14.11
19940907,9.789,,19940906,7.785,,19930915,27.24699,,19960821,5.6697,,20020828,10.586,,19940907,14.347
19940908,9.69,,19940907,7.747,,19930916,27.63509,,19960822,5.50129,,20020829,10.483,,19940908,14.69
19940909,10.62,,19940908,7.221,,19930917,26.13409,,19960823,5.1023,,20020830,10.206,,19940909,14.995
19940912,11.014,,19940909,7.549,,19930920,29.07749,,19960826,5.2634,,20020902,10.206,,19940912,14.354
19940913,10.908,,19940912,8.174,,19930921,31.5575,,19960827,4.80579,,20020903,11.267,,19940913,13.889
19940914,10.576,,19940913,7.328,,19930922,32.7145,,19960828,4.61539,,20020904,11.06,,19940914,13.637
19940915,9.644,,19940914,7.328,,19930923,31.58679,,19960829,4.70329,,20020905,11.195,,19940915,14.56
19940916,10.015,,19940915,7.328,,19930924,31.88699,,19960830,4.9376,,20020906,10.311,,19940916,14.263
19940919,10.289,,19940916,7.328,,19930927,29.2532,,19960902,4.9376,,20020909,10.837,,19940919,14.492
19940920,12.375,,19940919,7.152,,19930928,29.72909,,19960903,5.50129,,20020910,10.63,,19940920,14.987
19940921,11.523,,19940920,7.305,,19930929,25.7534,,19960904,5.10599,,20020911,10.421,,19940921,14.453
19940922,11.743,,19940921,7.48,,19930930,23.26399,,19960905,4.87169,,20020912,10.035,,19940922,13.767
19940923,12.665,,19940922,7.633,,19931001,21.44079,,19960906,5.05469,,20020913,9.912,,19940923,13.462
19940926,12.266,,19940923,7.602,,19931004,22.5611,,19960909,5.2744,,20020916,9.656,,19940926,13.721
19940927,11.622,,19940926,8.06,,19931005,21.4775,,19960910,5.41709,,20020917,9.824,,19940927,14.255
19940928,11.166,,19940927,8.174,,19931006,18.8416,,19960911,5.4025,,20020918,9.769,,19940928,14.995
19940929,11.421,,19940928,7.633,,19931007,18.783,,19960912,5.5416,,20020919,10.209,,19940929,14.453
19940930,11.681,,19940929,7.656,,19931008,19.7056,,19960913,5.49039,,20020920,10.578,,19940930,14.629
19941003,11.63,,19940930,7.404,,19931011,19.0027,,19960916,5.53789,,20020923,10.961,,19941003,15.56
19941004,14.264,,19941003,7.869,,19931012,20.1522,,19960917,5.50129,,20020924,10.174,,19941004,14.926
19941005,12.972,,19941004,7.923,,19931013,18.16799,,19960918,5.45009,,20020925,10.117,,19941005,15.125
19941006,13.44,,19941005,8.342,,19931014,20.10099,,19960919,5.45009,,20020926,9.532,,19941006,14.644
19941007,12.741,,19941006,8.373,,19931015,22.0046,,19960920,5.95529,,20020927,9.479,,19941007,15.689
19941010,11.99,,19941007,7.534,,19931018,22.6343,,19960923,6.0651,,20020930,10.055,,19941010,15.544
19941011,11.018,,19941010,8.136,,19931019,20.6867,,19960924,5.2231,,20021001,9.868,,19941011,16.605
19941012,11.571,,19941011,7.9,,19931020,20.51829,,19960925,5.2231,,20021002,9.597,,19941012,14.751
19941013,12.068,,19941012,7.35,,19931021,20.5403,,19960926,5.4428,,20021003,9.492,,19941013,13.37
19941014,11.584,,19941013,6.923,,19931022,18.2119,,19960927,4.86429,,20021004,9.325,,19941014,14.865
19941017,12.065,,19941014,6.496,,19931025,22.9272,,19960930,5.01079,,20021007,9.125,,19941017,15.979
19941018,12.094,,19941017,6.587,,19931026,25.21159,,19961001,5.2231,,20021008,8.922,,19941018,15.369
19941019,12.77,,19941018,6.404,,19931027,21.7996,,19961002,5.15719,,20021009,9.077,,19941019,14.324
19941020,12.696,,19941019,6.61,,19931028,22.06319,,19961003,4.879,,20021010,8.984,,19941020,16.048
19941021,13.412,,19941020,6.71,,19931029,25.5776,,19961004,5.4867,,20021011,8.68,,19941021,16.353
19941024,14.857,,19941021,6.336,,19931101,23.46899,,19961007,4.8277,,20021014,8.68,,19941024,16.429
19941025,12.92,,19941024,6.679,,19931102,27.21769,,19961008,5.5306,,20021015,8.457,,19941025,16.284
19941026,12.811,,19941025,6.732,,19931103,23.2786,,19961009,5.4281,,20021016,8.208,,19941026,16.361
19941027,13.493,,19941026,6.443,,19931104,24.9333,,19961010,5.6771,,20021017,8.428,,19941027,15.949
19941028,11.857,,19941027,6.549,,19931105,26.2805,,19961011,5.25239,,20021018,8.409,,19941028,15.14
19941031,12.699,,19941028,6.107,,19931108,28.49169,,19961014,5.23769,,20021021,8.102,,19941031,15.888
19941101,12.303,,19941031,6.13,,19931109,29.19459,,19961015,4.9449,,20021022,8.433,,19941101,16.216
19941102,13.586,,19941101,6.427,,19931110,28.81389,,19961016,5.1206,,20021023,7.86,,19941102,16.559
19941103,12.869,,19941102,6.336,,19931111,28.1842,,19961017,5.19379,,20021024,7.739,,19941103,16.437
19941104,15.771,,19941103,6.275,,19931112,28.77729,,19961018,5.1426,,20021025,7.419,,19941104,15.285
19941107,15.077,,19941104,5.924,,19931115,29.28249,,19961021,5.85279,,20021028,7.631,,19941107,15.132
19941108,13.985,,19941107,5.87,,19931116,28.3819,,19961022,6.6728,,20021029,8.188,,19941108,14.591
19941109,13.85,,19941108,5.702,,19931117,30.31259,,19961023,6.6655,,20021030,8.137,,19941109,10.7
19941110,13.625,,19941109,5.641,,19931118,32.9196,,19961024,6.87779,,20021031,8.201,,19941110,11.951
19941111,13.846,,19941110,4.909,,19931119,30.09289,,19961025,6.84849,,20021101,8.962,,19941111,11.753
19941114,14.433,,19941111,5.237,,19931122,31.7259,,19961028,7.7272,,20021104,9.07,,19941114,11.409
19941115,13.963,,19941114,6.114,,19931123,35.9952,,19961029,5.39149,,20021105,9.493,,19941115,11.356
19941116,13.551,,19941115,5.657,,19931124,36.30279,,19961030,4.879,,20021106,9.27,,19941116,12.241
19941117,13.39,,19941116,6.519,,19931125,36.3028,,19961031,4.85699,,20021107,9.616,,19941117,11.585
19941118,13.132,,19941117,6.328,,19931126,36.3028,,19961101,4.8277,,20021108,9.671,,19941118,11.898
19941121,14.306,,19941118,5.786,,19931129,38.27999,,19961104,5.14989,,20021111,9.671,,19941121,11.142
19941122,17.552,,19941121,5.611,,19931130,33.6958,,19961105,4.75449,,20021112,9.735,,19941122,11.035
19941123,15.623,,19941122,5.519,,19931201,28.85779,,19961106,4.66669,,20021113,9.248,,19941123,12.027
19941124,15.623,,19941123,6.717,,19931202,36.71289,,19961107,4.71059,,20021114,8.587,,19941124,12.027
19941125,14.534,,19941124,6.717,,19931203,31.9309,,19961108,5.084,,20021115,8.479,,19941125,12.531
19941128,14.611,,19941125,6.526,,19931206,35.44599,,19961111,5.7649,,20021118,8.424,,19941128,12.439
19941129,14.064,,19941128,6.587,,19931207,37.18149,,19961112,6.0724,,20021119,8.444,,19941129,12.081
19941130,13.88,,19941129,6.961,,19931208,37.4598,,19961113,6.58129,,20021120,7.902,,19941130,12.34
19941201,14.842,,19941130,6.732,,19931209,36.88859,,19961114,6.0285,,20021121,7.545,,19941201,11.905
19941202,13.485,,19941201,6.603,,19931210,34.07659,,19961115,5.75759,,20021122,7.124,,19941202,12.584
19941205,13.066,,19941202,5.733,,19931213,34.53789,,19961118,5.84549,,20021125,7.075,,19941205,12.126
19941206,14.053,,19941205,6.137,,19931214,34.2523,,19961119,5.9333,,20021126,7.591,,19941206,12.477
19941207,14.047,,19941206,5.71,,19931215,34.3842,,19961120,5.9699,,20021127,7.146,,19941207,12.607
19941208,14.892,,19941207,3.475,,19931216,31.6746,,19961121,7.3537,,20021128,7.146,,19941208,11.867
19941209,14.347,,19941208,5.222,,19931217,42.00009,,19961122,7.0096,,20021129,7.122,,19941209,11.631
19941212,13.224,,19941209,6.45,,19931220,38.42639,,19961125,6.94369,,20021202,7.207,,19941212,11.76
19941213,12.739,,19941212,5.97,,19931221,37.826,,19961126,7.2659,,20021203,7.331,,19941213,11.615
19941214,11.034,,19941213,4.863,,19931222,34.73569,,19961127,9.1329,,20021204,7.474,,19941214,11.287
19941215,10.912,,19941214,6.9,,19931223,34.58919,,19961128,9.1329,,20021205,7.63,,19941215,11.325
19941216,11.231,,19941215,6.076,,19931227,37.9724,,19961129,9.1329,,20021206,7.886,,19941216,12.21
19941219,11.029,,19941216,6.145,,19931228,34.99929,,19961202,9.85779,,20021209,8.625,,19941219,12.424
19941220,10.741,,19941219,6.137,,19931229,33.9155,,19961203,10.22389,,20021210,8.517,,19941220,12.203
19941221,9.629,,19941220,5.847,,19931230,34.22299,,19961204,9.03779,,20021211,8.148,,19941221,12.34
19941222,9.469,,19941221,5.68,,19931231,34.223,,19961205,9.15859,,20021212,8.605,,19941222,12.432
19941223,9.368,,19941222,5.634,,19940103,36.74219,,19961206,9.4221,,20021213,9.209,,19941223,12.111
19941226,9.368,,19941223,5.458,,19940104,34.10589,,19961209,9.07439,,20021216,9.222,,19941226,12.111
19941227,9.659,,19941226,5.458,,19940105,30.3565,,19961210,8.97189,,20021217,9.411,,19941227,12.95
19941228,10.112,,19941227,5.764,,19940106,32.6999,,19961211,8.9938,,20021218,8.975,,19941228,12.851
19941229,10.017,,19941228,6.168,,19940107,30.31259,,19961212,7.92119,,20021219,8.521,,19941229,13.034
19941230,11.485,,19941229,6.137,,19940110,32.861,,19961213,7.3537,,20021220,7.756,,19941230,12.516
19950103,12.109,,19941230,6.122,,19940111,32.861,,19961216,7.14139,,20021223,7.824,,19950103,12.516
19950104,10.446,,19950103,6.214,,19940112,32.6999,,19961217,7.00229,,20021224,9.555,,19950104,12.516
19950105,10.17,,19950104,5.947,,19940113,32.9635,,19961218,6.75339,,20021226,9.467,,19950105,12.516
19950106,9.553,,19950105,5.741,,19940114,34.51599,,19961219,6.9474,,20021227,9.956,,19950106,12.516
19950109,9.919,,19950106,5.146,,19940117,35.1165,,19961220,7.19999,,20021230,10.251,,19950109,12.516
19950110,10.236,,19950109,5.413,,19940118,35.9,,19961223,7.30249,,20021231,10.61,,19950110,12.516
19950111,9.994,,19950110,4.688,,19940119,34.69169,,19961224,7.5075,,20030102,10.259,,19950111,12.516
19950112,9.866,,19950111,4.093,,19940120,36.15629,,19961226,7.72349,,20030103,10.007,,19950112,12.516
19950113,8.937,,19950112,4.261,,19940121,33.5054,,19961227,7.63929,,20030106,10.381,,19950113,12.516
19950116,9.449,,19950113,4.375,,19940124,33.71039,,19961230,7.17799,,20030107,9.844,,19950116,12.516
19950117,9.617,,19950116,4.375,,19940125,29.9927,,19961231,7.68319,,20030108,9.828,,19950117,12.516
19950118,9.809,,19950117,4.23,,19940126,28.22809,,19970102,7.98339,,20030109,10.002,,19950118,12.516
19950119,9.735,,19950118,5.97,,19940127,28.71139,,19970103,8.43739,,20030110,9.954,,19950119,12.516
19950120,10.479,,19950119,5.924,,19940128,27.7303,,19970106,9.51729,,20030113,10.141,,19950120,12.516
19950123,9.705,,19950120,6.099,,19940131,30.2686,,19970107,8.6826,,20030114,9.967,,19950123,12.516
19950124,9.247,,19950123,6.099,,19940201,31.19129,,19970108,9.93099,,20030115,9.478,,19950124,12.516
19950125,9.058,,19950124,6.061,,19940202,33.87149,,19970109,9.4551,,20030116,9.396,,19950125,12.516
19950126,9.035,,19950125,5.855,,19940203,31.0009,,19970110,8.8437,,20030117,9.645,,19950126,12.516
19950127,9.084,,19950126,5.748,,19940204,28.93829,,19970113,8.3605,,20030120,9.645,,19950127,12.516
19950130,9.931,,19950127,5.596,,19940207,28.8724,,19970114,9.98229,,20030121,9.228,,19950130,12.516
19950131,10.156,,19950130,6.023,,19940208,29.9414,,19970115,11.37709,,20030122,9.345,,19950131,12.516
19950201,9.887,,19950131,5.916,,19940209,31.63069,,19970116,10.39229,,20030123,9.59,,19950201,12.516
19950202,8.929,,19950201,5.847,,19940210,34.32559,,19970117,8.91689,,20030124,10.461,,19950202,12.516
19950203,8.805,,19950202,5.512,,19940211,32.9196,,19970120,9.10359,,20030127,11.15,,19950203,12.516
19950206,9.403,,19950203,5.329,,19940214,35.64369,,19970121,9.10359,,20030128,10.515,,19950206,12.516
19950207,9.098,,19950206,5.374,,19940215,35.57049,,19970122,9.8505,,20030129,10.575,,19950207,12.516
19950208,9.548,,19950207,5.313,,19940216,33.60789,,19970123,10.35569,,20030130,10.43,,19950208,12.516
19950209,9.185,,19950208,5.352,,19940217,32.17259,,19970124,10.77299,,20030131,10.326,,19950209,12.516
19950210,9.06,,19950209,5.329,,19940218,32.6413,,19970127,11.60039,,20030203,10.13,,19950210,12.516
19950213,9.362,,19950210,4.627,,19940221,32.6413,,19970128,11.9299,,20030204,10.11,,19950213,12.516
19950214,9.402,,19950213,4.65,,19940222,34.85279,,19970129,12.2959,,20030205,10.611,,19950214,12.516
19950215,9.586,,19950214,4.581,,19940223,31.79179,,19970130,14.05319,,20030206,10.447,,19950215,12.516
19950216,9.794,,19950215,6.29,,19940224,32.80239,,19970131,15.15139,,20030207,10.339,,19950216,12.516
19950217,9.688,,19950216,6.237,,19940225,33.85689,,19970203,14.06779,,20030210,10.331,,19950217,12.516
19950220,9.688,,19950217,6.122,,19940228,34.8968,,19970204,13.82619,,20030211,10.485,,19950220,12.516
19950221,9.597,,19950220,6.122,,19940301,35.1604,,19970205,12.53759,,20030212,10.502,,19950221,12.516
19950222,9.328,,19950221,6.275,,19940302,33.87149,,19970206,12.2081,,20030213,10.752,,19950222,12.516
19950223,9.034,,19950222,6.259,,19940303,32.7877,,19970207,12.71329,,20030214,10.879,,19950223,12.516
19950224,8.814,,19950223,6.664,,19940304,30.9277,,19970210,12.8304,,20030217,10.879,,19950224,12.516
19950227,10.091,,19950224,6.336,,19940307,32.8097,,19970211,13.17459,,20030218,10.487,,19950227,12.516
19950228,9.113,,19950227,6.839,,19940308,33.38819,,19970212,14.24349,,20030219,10.196,,19950228,12.516
19950301,9.635,,19950228,7.045,,19940309,34.49399,,19970213,14.1154,,20030220,9.656,,19950301,12.516
19950302,9.391,,19950301,7.045,,19940310,34.8675,,19970214,14.48149,,20030221,9.641,,19950302,12.516
19950303,9.271,,19950302,7.16,,19940311,35.8707,,19970217,14.4815,,20030224,9.993,,19950303,12.516
19950306,10.327,,19950303,6.992,,19940314,36.83739,,19970218,13.95069,,20030225,9.57,,19950306,12.516
19950307,10.75,,19950306,7.541,,19940315,35.34349,,19970219,13.2038,,20030226,9.385,,19950307,12.516
19950308,10.789,,19950307,8.037,,19940316,37.6356,,19970220,13.3063,,20030227,9.614,,19950308,12.516
19950309,10.768,,19950308,8.014,,19940317,38.30929,,19970221,12.8121,,20030228,9.409,,19950309,12.516
19950310,9.834,,19950309,7.602,,19940318,36.88859,,19970224,14.02019,,20030303,9.568,,19950310,12.516
19950313,10.151,,19950310,6.954,,19940321,37.18149,,19970225,12.5302,,20030304,10.039,,19950313,12.516
19950314,9.879,,19950313,7.167,,19940322,37.47449,,19970226,12.7572,,20030305,10.267,,19950314,12.516
19950315,10.36,,19950314,6.702,,19940323,35.37279,,19970227,15.41139,,20030306,10.401,,19950315,12.516
19950316,9.984,,19950315,6.702,,19940324,36.6836,,19970228,15.63469,,20030307,10.516,,19950316,12.516
19950317,9.882,,19950316,6.702,,19940325,37.0204,,19970303,16.55719,,20030310,10.538,,19950317,12.516
19950320,9.564,,19950317,6.702,,19940328,32.9196,,19970304,14.9245,,20030311,10.626,,19950320,12.516
19950321,9.451,,19950320,6.175,,19940329,27.6424,,19970305,13.4235,,20030312,10.476,,19950321,12.516
19950322,9.43,,19950321,6.351,,19940330,23.23469,,19970306,13.31369,,20030313,10.652,,19950322,12.516
19950323,9.412,,19950322,6.351,,19940331,23.4836,,19970307,14.15929,,20030314,10.498,,19950323,12.516
19950324,9.078,,19950323,6.32,,19940401,23.4836,,19970310,13.17459,,20030317,11.399,,19950324,12.516
19950327,9.206,,19950324,6.015,,19940404,32.28979,,19970311,14.2728,,20030318,11.512,,19950327,12.516
19950328,9.91,,19950327,6.145,,19940405,34.8968,,19970312,13.5846,,20030319,11.843,,19950328,12.516
19950329,10.29,,19950328,6.511,,19940406,35.5119,,19970313,14.4229,,20030320,11.772,,19950329,12.516
19950330,10.474,,19950329,6.458,,19940407,32.5241,,19970314,12.5193,,20030321,11.829,,19950330,12.516
19950331,10.785,,19950330,6.763,,19940408,25.3141,,19970317,11.89319,,20030324,11.823,,19950331,12.516
19950403,10.977,,19950331,6.45,,19940411,25.93639,,19970318,12.50829,,20030325,10.76,,19950403,12.516
19950404,10.207,,19950403,7.091,,19940412,26.7198,,19970319,12.5522,,20030326,10.589,,19950404,12.516
19950405,10.427,,19950404,6.847,,19940413,26.4855,,19970320,12.11289,,20030327,10.399,,19950405,12.516
19950406,10.807,,19950405,6.687,,19940414,28.50639,,19970321,11.30749,,20030328,10.289,,19950406,12.516
19950407,10.166,,19950406,6.801,,19940415,29.72179,,19970324,13.17459,,20030331,10.806,,19950407,12.516
19950410,9.92,,19950407,6.389,,19940418,29.67779,,19970325,12.4497,,20030401,10.744,,19950410,12.516
19950411,10.43,,19950410,6.824,,19940419,29.7511,,19970326,13.5626,,20030402,10.66,,19950411,12.516
19950412,9.891,,19950411,6.504,,19940420,28.31599,,19970327,11.92249,,20030403,10.527,,19950412,12.516
19950413,9.368,,19950412,5.527,,19940421,28.5503,,19970331,12.9476,,20030404,10.373,,19950413,12.516
19950417,10.125,,19950413,5.58,,19940422,32.94879,,19970401,13.45279,,20030407,10.809,,19950417,12.516
19950418,10.362,,19950417,5.893,,19940425,32.4948,,19970402,10.557,,20030408,10.535,,19950418,12.516
19950419,10.837,,19950418,5.68,,19940426,30.4297,,19970403,10.4545,,20030409,10.335,,19950419,12.516
19950420,10.379,,19950419,5.878,,19940427,30.4297,,19970404,10.91209,,20030410,9.949,,19950420,12.516
19950421,9.259,,19950420,5.374,,19940428,29.50209,,19970407,10.99269,,20030411,9.711,,19950421,12.516
19950424,9.984,,19950421,5.336,,19940429,30.85449,,19970408,10.78769,,20030414,9.449,,19950424,12.516
19950425,10.126,,19950424,5.245,,19940502,31.71859,,19970409,10.0262,,20030415,8.783,,19950425,12.516
19950426,10.101,,19950425,5.153,,19940503,28.7992,,19970410,9.51729,,20030416,8.746,,19950426,12.516
19950427,10.435,,19950426,5.229,,19940504,25.8852,,19970411,9.715,,20030417,8.889,,19950427,12.516
19950428,9.91,,19950427,5.435,,19940505,33.59329,,19970414,10.2129,,20030421,9.314,,19950428,12.516
19950501,10.321,,19950428,5.008,,19940506,29.23119,,19970415,11.1757,,20030422,9.976,,19950501,12.516
19950502,10.108,,19950501,5.123,,19940509,29.06279,,19970416,11.0256,,20030423,9.623,,19950502,12.516
19950503,9.006,,19950502,5.207,,19940510,27.26169,,19970417,11.40999,,20030424,9.835,,19950503,12.516
19950504,9.745,,19950503,5.306,,19940511,28.06699,,19970418,11.4027,,20030425,9.365,,19950504,12.516
19950505,9.951,,19950504,5.496,,19940512,27.09329,,19970421,11.6443,,20030428,9.471,,19950505,12.516
19950508,10.184,,19950505,5.634,,19940513,28.975,,19970422,10.94869,,20030429,9.749,,19950508,12.516
19950509,10.285,,19950508,5.58,,19940516,28.52099,,19970423,10.36299,,20030430,10.066,,19950509,12.516
